plantName,urls
Date Palm (Khajoor),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPeudHgVIPQkDorIOUBzumS5wc7Ym2XMoGnw&s
Begonia (Outdoor),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqMRD0O-3ITzHfB01UIp3jbMXMMQ8lw8MsFQ&s
Chrysanthemum (Outdoor),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdT5fibebeRrPwgmquqW1UczcVSPbRMYidEQ&s
Mimosa,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQVRerHP1g8zl06Fw5ATNk59PN66KHuh88XQ&s
Chili Pepper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiQE_QYGy0rd3GWENqejgeIFHoudegqfT5Bw&s
Pine,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyWgnQgLImdFUwch_lwKMfWLMPOii4jCe_-A&s
Wisteria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJ81tc9Br67YhVaSDy5lp-X8_L0vuaO2GBoQ&s
Corn,https://cdn.britannica.com/36/167236-050-BF90337E/Ears-corn.jpg
Currant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUtO1ovyRUBY_fF_N_pkxBDu-LKylycHVOSA&s
Date Palm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPeudHgVIPQkDorIOUBzumS5wc7Ym2XMoGnw&s
Dragon Fruit,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTv9CDjDmBNjjrY8yz1b7ts3J5pEAZCX9Sp7w&s
Fig Tree,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMB4kDCFk6r6WLLl82GgYGi1UtzzwHCFU6wA&s
Litchi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRompwPCMSHQOvyJQY3u_1vcyp5JBBuaSD5Lw&s
Mulberry,https://static.wikia.nocookie.net/fruit/images/9/90/Mulberry.webp/revision/latest?cb=20241201011123
Mustard,https://www.thespruce.com/thmb/dqMSMrErgh6Dzg3aStCpS4jr-E0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/mustard-plant-growing-guide-7377609_01-7dd11987305340b7a79f41d359514096.jpg
Acacia,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVo9WUWUrfhzGS5ODlW62Ir21w2YJnGppyaQ&s
Acanthus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOhXsHOHL59ZWSR0LfwuHPSyxgoBWi-ZhFsw&s
Amaranth,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWBjLAjRaVmuAuwPhcIg642mqoaH96zJcJ3Q&s
Cress,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRY4Zyl2y7qm69EvWZVKxhvyMAOXscJnH4vg&s
Tiger Lily,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDe4mNKGZ5zml2wNsXaieuYRwWi7A1MsQXjw&s
Buckwheat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHhzQPxfyswyhoJmSa37CvIjpL27aBn99AIw&s
Cabbage Palm,https://www.gardenia.net/wp-content/uploads/2019/10/ChatGPT-Image-Aug-8-2025-12_19_32-PM.jpg
Elderflower,https://theherbalacademy.com/wp-content/uploads/2015/06/Elderflower1-1110x626.jpg
Galangal,https://i0.wp.com/post.healthline.com/wp-content/uploads/2019/11/galangal-root-1296x728-header-1296x728.jpg?w=1155&h=1528
Lemon Grass,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThkdM2kt3OEkH8XgIWqRi6bMn00rH-Jx9g_g&s
Nandina (Heavenly Bamboo),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8RZzkhoDgTXLXe-Nz9DNw6M1fNLtP2rqwZg&s
River Birch,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlkv6XVrh4Kni4EIUtjCoia3Bq56JPHqiG8Q&s
Rosemary Mint,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjrQHCaFSthEw0M6SFukxiDZzWudTwWDJQZQ&s
Black Currant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ57CJ0PuCAYhaZ2HEgBbI8m-Um9Xr25OvcWw&s
Carob Tree,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTq6QscrSYDHriePTpvXerpiuV9UWl9FeGjhg&s
Galax,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyiyBz_Mg0C1IlTN6D1LNwWzCZMqX_pUfPrA&s
Goldenseal,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRcXcnT-u4jdbz9KedwGd0seEbE-cqT309kBw&s
Hops Vine,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuOD17IdFOHcgKbgfEngzqAm3A5-yTXznf1g&s
Islander (Agave),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRP62whVJETX4tAVA8Ukim56cniTEIcOhZWWg&s
Ironwood,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnR4aMTDvCteD9Xz_3z_DBZ3tMPcAJYw5l_A&s
Lilac Tree,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkZwNmeCGMR0EhlXDOvLoVGz1mesYJ3ljN8A&s
